recipe_id,search_term
100104,low-sodium
100104,italian
121880,dessert
131417,casserole
131417,dinner
138218,low-sodium
138218,low-calorie
138218,vegetarian
138218,low-carb
151223,dinner
151223,lunch
167135,dinner
167135,lunch
175216,roast
175216,low-sodium
175216,pork
175216,low-carb
175216,dinner
207158,breakfast
207158,bread
207218,dinner
211546,low-carb
211546,lunch
211546,chicken
216100,dinner
226808,appetizer
226808,mexican
226808,dinner
231154,side
231154,low-calorie
231154,low-carb
234424,roast
234424,french
234424,low-carb
234424,dinner
234424,chicken
263877,lunch
287708,dessert
287708,pie
295978,cake
295978,dessert
310373,pork
310373,dinner
317011,cake
317011,dessert
322236,bread
351711,dessert
351711,low-sodium
353980,shrimp
353980,salad
406765,healthy
439512,dessert
445046,side
445046,roast
461207,fish
461207,dinner
8852,side
8852,rice
8852,dinner
8852,salad
20152,dessert
20152,dinner
53217,dinner
53217,chicken
53433,bread
55745,appetizer
55745,dinner
55745,fish
72576,dessert
92490,fish
92490,dinner
92490,low-sodium
92490,low-carb
139072,low-calorie
139072,low-sodium
139072,dessert
139072,healthy
139072,low-carb
139072,appetizer
139072,fish
139072,dinner
185720,pork
185720,dinner
234985,low-calorie
234985,low-sodium
234985,healthy
234985,low-carb
234985,mexican
234985,low-fat
234985,dinner
257195,bread
258345,low-calorie
258345,vegetarian
258345,french
258345,healthy
258345,side
258345,low-fat
258345,lactose-free
258345,vegan
274316,diabetic
274316,vegetarian
274316,appetizer
274316,pie
274316,dinner
350006,dinner
350006,chicken
377937,side
377937,vegetarian
377937,salad
378910,appetizer
403390,appetizer
403390,low-carb
403390,chicken
416202,italian
416202,low-sodium
416202,low-carb
416202,side
416202,dinner
416202,chicken
429471,soup
448445,soup
448445,italian
469134,dessert
469134,side
469134,low-sodium
499120,low-calorie
499120,low-sodium
499120,salad
499120,healthy
499120,low-carb
499120,low-fat
499120,dinner
511441,side
511441,baked
7679,healthy
7679,southern
7679,low-sodium
7679,chicken
29289,diabetic
29289,low-fat
29289,bread
49474,appetizer
49474,dinner
61049,low-calorie
61049,low-sodium
61049,low-carb
61049,fish
61049,dinner
78834,lunch
78834,low-carb
78834,snack
101737,sandwich
101737,lunch
101737,dinner
101737,beef
101737,barbecue
112378,dinner
112378,shrimp
186327,sugar-free
186327,barbecue
213093,salad
316428,salad
316804,vegetarian
316804,lunch
316804,healthy
316804,dinner
316804,vegan
321993,low-calorie
321993,low-sodium
321993,baked
321993,healthy
321993,low-fat
321993,breakfast
335865,cookie
335865,dessert
335865,lactose-free
343674,dinner
369668,low-calorie
369668,low-sodium
369668,caribbean
369668,healthy
369668,low-fat
369668,cuban
369668,soup
389086,southern
389086,side
389086,baked
398942,breakfast
416246,salad
446919,gluten-free
446919,dinner
446919,lactose-free
453547,bread
453547,low-carb
457848,healthy
457848,side
457848,low-sodium
459452,dinner
459452,low-sodium
459452,low-carb
472419,bread
484124,low-sodium
3881,low-carb
3881,salad
10250,dinner
10250,spanish
12044,low-calorie
12044,lunch
12044,low-sodium
12044,healthy
12044,stew
12044,low-carb
12044,low-fat
12044,dinner
13093,healthy
13093,dinner
29712,low-sodium
29712,lunch
29712,healthy
29712,dessert
29712,breakfast
73411,dessert
73411,low-sodium
75657,fish
75657,dinner
82695,appetizer
82695,low-carb
28263,gluten-free
28263,dinner
28263,low-sodium
85580,low-carb
94641,mexican
94641,pie
94641,dessert
95778,dessert
95778,low-sodium
110368,cookie
110368,dessert
110368,low-sodium
134608,soup
134608,low-carb
139556,healthy
139556,side
139556,low-calorie
169475,low-calorie
169475,low-sodium
169475,low-carb
169475,side
169475,dinner
208194,cake
208194,dessert
233050,low-calorie
233050,dinner
233050,low-carb
235042,dessert
235042,low-sodium
263772,dessert
268403,pizza
268403,dinner
268403,baked
273976,low-calorie
273976,low-carb
277658,low-sodium
277658,low-carb
286223,appetizer
346728,bread
393727,side
393727,low-calorie
393727,low-carb
395000,dessert
431267,soup
431267,chicken
436265,dinner
437000,dinner
437000,pasta
526136,roast
526136,dinner
532998,snack
537448,bread
20701,low-calorie
20701,low-sodium
20701,low-carb
20701,dinner
20701,shrimp
24550,cookie
24550,dessert
28830,pasta
28830,vegetarian
28830,vegan
28830,salad
34741,healthy
34741,baked
55544,southern
55544,barbecue
74231,low-calorie
74231,low-sodium
74231,healthy
74231,low-fat
74231,dinner
84567,dessert
84567,pie
184915,dinner
184915,moroccan
184915,chicken
227598,lunch
227598,appetizer
227598,dinner
227598,snack
227598,shrimp
249558,fish
249558,southern
249558,dinner
272489,dinner
272489,chicken
299849,southern
299849,salad
301700,appetizer
301700,mexican
308064,dessert
308064,low-sodium
317942,healthy
317942,low-fat
317942,low-sodium
345175,healthy
345175,low-calorie
345175,low-fat
345175,low-sodium
350602,dinner
431841,appetizer
431841,low-carb
476471,dinner
476471,vegetarian
487824,dessert
487824,pie
512883,dinner
512883,low-calorie
512883,chicken
517377,dinner
517377,chicken
527451,dessert
527451,bread
527451,southern
537431,cake
537431,dessert
9871,dinner
9871,chicken
23909,pork
23909,dinner
23909,low-calorie
23909,low-carb
58224,dinner
58224,low-carb
58224,lunch
59648,appetizer
59648,low-carb
61944,dinner
61944,italian
61944,baked
68458,pasta
68458,dinner
68458,vegetarian
68458,italian
69134,side
72904,low-calorie
72904,low-sodium
72904,baked
72904,side
72904,pie
72904,dinner
73513,dinner
73513,vegetarian
73513,lunch
73513,salad
89503,chicken
89503,baked
89503,low-fat
89503,dinner
97478,low-calorie
97478,lunch
97478,healthy
97478,low-carb
97478,low-fat
97478,soup
99711,appetizer
156995,italian
156995,lunch
156995,vegetarian
156995,pizza
156995,dinner
156995,barbecue
156995,snack
201598,side
223246,healthy
223246,dinner
269773,low-calorie
269773,low-sodium
269773,healthy
269773,drink
269773,low-fat
283584,dinner
283584,low-carb
283584,barbecue
326440,cake
326440,dessert
331794,healthy
331794,low-fat
333804,appetizer
333804,low-carb
348311,vegetarian
348311,lunch
348311,healthy
348311,bread
348311,breakfast
348311,snack
351401,low-calorie
351401,low-sodium
351401,low-carb
351401,low-fat
351401,dinner
351401,chicken
355169,cookie
355169,dessert
377181,barbecue
377181,salad
388657,dessert
388657,vegetarian
393570,dinner
393570,chicken
421359,dessert
425805,cake
425805,dessert
425805,diabetic
425805,dinner
426017,healthy
426017,bread
426017,vegetarian
426017,vegan
445625,dinner
445625,low-sodium
445625,vegan
445625,vegetarian
449509,pork
449509,dinner
449509,low-carb
449509,german
469168,appetizer
469168,pie
469168,snack
301643,side
301643,vegetarian
301643,salad
497999,healthy
497999,low-fat
497999,low-calorie
497999,dinner
501433,side
520769,dinner
522417,dessert
522417,low-sodium
522417,italian
11045,italian
11045,low-calorie
11045,healthy
11045,low-carb
11045,low-fat
40256,low-calorie
40256,dinner
40256,low-sodium
41641,lunch
41641,mexican
41641,casserole
41641,side
41641,dinner
78899,side
78899,casserole
78899,rice
78899,dinner
81267,low-calorie
81267,low-sodium
81267,low-carb
81267,beef
81267,soup
129466,appetizer
129466,southern
129466,dinner
139428,dessert
180779,side
180779,dinner
180779,vegetarian
216108,low-calorie
216108,stew
216108,low-carb
216108,dinner
216108,beef
244260,diabetic
244260,lunch
244260,chicken
256641,dessert
256641,low-calorie
256641,low-sodium
256641,low-carb
295963,appetizer
295963,dinner
295963,low-carb
299617,bread
315443,dinner
329607,dessert
365382,dinner
365382,chicken
401824,dessert
401824,side
401824,baked
412657,dessert
415756,cookie
415756,dessert
463414,snack
464862,dinner
464862,chicken
500694,salad
502678,appetizer
502678,dinner
502678,chicken
13142,low-sodium
13142,low-calorie
13142,vegetarian
13142,lunch
13142,side
89424,low-calorie
89424,low-sodium
89424,healthy
89424,low-carb
89424,side
89424,casserole
89424,low-fat
89424,dinner
104403,dessert
104403,low-calorie
104403,low-sodium
104403,low-carb
107792,low-calorie
107792,low-sodium
107792,healthy
107792,low-carb
107792,soup
124947,low-calorie
124947,lunch
124947,low-carb
124947,noodles
124947,soup
124947,chicken
137915,dinner
137915,chicken
143848,cake
143848,dessert
145465,roast
145465,dinner
145465,low-carb
145465,beef
151580,dessert
151580,breakfast
151580,dinner
151580,english
157090,side
157090,baked
169900,french
169900,side
169900,dinner
185006,casserole
185006,pork
185006,dinner
185006,low-carb
203291,vegetarian
203291,lunch
203291,vegan
203291,appetizer
203291,dinner
203291,snack
205995,low-calorie
205995,healthy
205995,low-carb
205995,appetizer
205995,low-fat
205995,dinner
205995,barbecue
205995,japanese
205995,chicken
221703,cake
221703,dessert
253528,dessert
253528,salad
299633,roast
299633,beef
299633,lunch
315033,appetizer
315033,side
315033,low-carb
330707,low-calorie
330707,low-sodium
330707,braised
330707,low-carb
330707,dinner
338819,side
338819,low-calorie
338819,low-carb
346093,dessert
346093,vegetarian
367047,dessert
367047,pie
411547,dessert
411547,diabetic
411547,pudding
411547,low-calorie
458281,casserole
458281,chinese
458281,dinner
458281,chicken
498367,low-calorie
498367,low-sodium
498367,healthy
498367,low-carb
498367,low-fat
501311,dinner
501311,lunch
501311,soup
56519,appetizer
56519,dinner
56519,low-carb
80189,low-calorie
80189,lunch
80189,healthy
80189,low-carb
80189,low-fat
80189,dinner
80189,chicken
83978,vegetarian
83978,lunch
104126,dessert
107569,cookie
107569,dessert
199138,healthy
199138,side
199138,rice
213153,appetizer
213153,diabetic
213153,lunch
249719,side
251736,mexican
251736,dinner
251736,shrimp
264589,bread
267168,gluten-free
267168,dinner
267168,chicken
273106,dinner
276476,dinner
279221,dinner
305469,diabetic
305469,bread
331314,healthy
331314,dessert
332304,healthy
332304,dessert
332304,pie
332304,low-sodium
346040,dinner
346040,vegetarian
357561,low-calorie
357561,low-carb
357561,appetizer
357561,dinner
357561,spanish
396668,soup
396668,italian
396668,pasta
399367,dessert
399699,pie
305756,italian
408047,appetizer
408047,mexican
408047,vegetarian
408047,vegan
425235,chicken
425235,dinner
425235,german
453696,side
463273,dinner
463273,lunch
494931,dinner
494931,chicken
496420,breakfast
518441,side
518441,vegetarian
766,dinner
766,low-carb
3579,dessert
3579,low-sodium
27873,dinner
27873,vegetarian
27873,vegan
72107,low-sodium
72107,low-carb
72107,salt-free
72107,appetizer
72107,southern
130793,cake
130793,dessert
130793,diet
138359,dinner
138359,low-sodium
171145,pork
171145,dinner
194665,pie
194665,dinner
194665,low-calorie
194665,low-carb
198817,low-calorie
198817,vegetarian
198817,low-carb
198817,southern
198817,vegan
217972,low-carb
316377,mexican
316377,diabetic
316377,dinner
316377,shrimp
326429,healthy
326429,dessert
399600,dinner
399600,vegetarian
401235,cookie
401235,dessert
401235,vegetarian
446770,low-calorie
446770,low-carb
467352,salad
497335,cake
497335,dessert
497335,diabetic
497335,dinner
500388,french
500388,soup
500388,chicken
530831,healthy
530831,chinese
530831,low-fat
29242,southern
29242,pork
29242,dinner
51750,dinner
51750,sandwich
51750,lunch
55144,dessert
62865,pork
62865,dinner
62865,low-carb
62865,barbecue
109992,dessert
124661,dessert
128587,pie
128587,dinner
128587,chicken
161160,appetizer
176799,dinner
176799,vegetarian
180828,dessert
180828,dinner
180828,low-sodium
182259,soup
227650,low-sodium
227650,pork
227650,low-carb
227650,mexican
227650,dinner
293194,italian
293194,dinner
293194,low-sodium
293194,low-carb
307361,dessert
319319,greek
319319,dinner
319319,chicken
323390,dessert
323390,pie
345233,dessert
359142,breakfast
379419,dinner
386929,low-calorie
386929,dinner
386929,low-sodium
451815,dessert
458318,dinner
463255,low-calorie
463255,low-sodium
463255,healthy
463255,low-fat
463255,dinner
463255,chicken
480021,breakfast
480021,side
531818,low-sodium
531818,vegetarian
531818,healthy
531818,low-carb
531818,appetizer
531818,vegan
535369,breakfast
535369,pudding
535369,dessert
41437,healthy
41437,low-calorie
41437,low-fat
41437,low-sodium
60803,dessert
60803,vegetarian
60803,vegan
82126,bread
98410,low-fat
98410,low-sodium
122397,breakfast
122397,bread
144440,dinner
144440,pasta
155459,low-calorie
155459,low-sodium
155459,lunch
155459,healthy
155459,low-carb
155459,low-fat
155459,soup
190338,casserole
190338,dinner
190338,chicken
192225,dinner
204008,appetizer
204008,dinner
204008,chicken
213671,diabetic
213671,low-calorie
213671,dessert
213671,healthy
213671,low-fat
213671,breakfast
263185,appetizer
273721,cake
273721,dessert
298531,appetizer
298531,pizza
312342,casserole
312342,dinner
312342,low-carb
325995,appetizer
325995,dinner
326020,low-calorie
326020,low-fat
326020,vegetarian
332462,mexican
332462,dinner
332462,chicken
363389,dessert
363389,pudding
363389,low-sodium
363389,noodles
364973,breakfast
364973,low-sodium
410716,low-calorie
410716,low-sodium
410716,vegetarian
410716,healthy
410716,low-fat
410716,breakfast
410716,vegan
423989,low-calorie
423989,dessert
423989,low-carb
423989,side
423989,pudding
75957,dessert
75957,southern
75957,bread
75957,lunch
424107,vegetarian
424107,appetizer
424107,side
424107,dinner
424107,spanish
441902,appetizer
441902,dinner
441902,vegetarian
456310,healthy
470357,healthy
470357,low-calorie
470357,low-fat
470357,low-sodium
472771,dessert
472771,pie
475793,low-calorie
475793,low-sodium
475793,healthy
475793,low-carb
475793,low-fat
486555,greek
486555,dinner
510776,dinner
512398,dinner
514916,side
514916,low-sodium
26762,low-calorie
26762,low-sodium
26762,vegetarian
26762,pasta
26762,healthy
26762,low-fat
26762,dinner
60234,bread
90230,low-calorie
90230,dinner
90230,low-carb
119804,lunch
119804,dessert
119804,low-fat
119804,bread
119804,cake
119804,snack
126877,fish
126877,dinner
147246,dinner
147246,pasta
170922,low-sodium
170922,low-calorie
170922,vegetarian
170922,greek
170922,low-carb
183372,pork
183372,dinner
183372,low-carb
217295,breakfast
230619,lunch
230619,low-carb
230619,appetizer
230619,dinner
230619,snack
298375,low-calorie
298375,low-carb
322371,low-calorie
322371,low-sodium
322371,healthy
322371,low-carb
322371,dinner
386810,cake
386810,dessert
386810,healthy
386810,low-sodium
394852,dessert
396230,healthy
396230,breakfast
31447,breakfast
31447,scottish
31447,dinner
31447,lunch
419567,rice
419567,vegetarian
419567,pork
419567,mexican
419567,dinner
426798,vegan
457165,chinese
457165,gluten-free
457165,dinner
457165,pork
477846,pork
477846,dinner
477846,low-sodium
477846,low-carb
483073,indian
483073,dinner
483073,vegetarian
485957,dessert
485957,salad
494169,shrimp
494169,salad
503821,mexican
109880,breakfast
513414,cookie
513414,dessert
534869,low-calorie
534869,low-carb
534869,vegetarian
534869,vegan
61800,dinner
61800,salad
76248,appetizer
76248,bread
125132,healthy
125132,side
125132,low-calorie
125132,low-sodium
125296,thai
125296,dinner
125296,beef
130777,low-calorie
130777,low-carb
130777,low-fat
130777,soup
130777,chicken
136105,appetizer
136105,low-carb
159553,mexican
173622,dinner
173622,chicken
182931,indian
182931,soup
226351,cake
226351,dessert
226351,dinner
235419,low-sodium
235419,braised
235419,pork
235419,low-carb
235419,dinner
245802,low-sodium
259859,bread
281545,low-calorie
281545,low-sodium
281545,dessert
281545,low-carb
281545,dinner
305678,dinner
333731,mexican
333731,stew
333731,dinner
333731,beef
346431,bread
356055,dessert
356055,low-fat
362885,side
362885,rice
376048,chinese
376048,shrimp
386354,dinner
386354,salad
415097,low-calorie
415097,low-sodium
415097,low-carb
433597,cookie
433597,dessert
477206,breakfast
477206,gluten-free
477206,dinner
477206,low-carb
499986,dinner
499986,baked
501517,appetizer
501517,diabetic
501517,dinner
501517,low-carb
513561,low-calorie
513561,vegetarian
513561,low-carb
513561,side
513561,dinner
523024,rice
523024,low-calorie
523024,low-sodium
523024,gluten-free
523024,dinner
523024,chicken
534896,pizza
534896,dinner
3000,dessert
3000,italian
8585,dinner
8585,lunch
8585,salad
22722,southern
22722,side
22722,low-calorie
22722,low-sodium
30081,low-sodium
30081,lunch
30081,healthy
30081,greek
30081,dinner
30081,beef
35226,dessert
40130,southern
40130,casserole
40130,dinner
43922,dinner
43922,bread
43922,lunch
43922,baked
54946,dinner
55822,cake
55822,dessert
55822,healthy
57057,irish
57057,casserole
57057,lamb
57057,dinner
63675,low-sodium
63675,french
63675,dessert
63675,low-carb
63675,dinner
73545,low-calorie
73545,low-sodium
73545,dessert
73545,dinner
73545,cake
103902,rice
112656,appetizer
114603,dinner
114603,vegetarian
114603,baked
162783,dessert
168232,vegetarian
168232,french
168232,bread
168232,breakfast
168232,lactose-free
168232,vegan
181839,cake
181839,dessert
181839,dinner
199107,pork
199107,dinner
209442,rice
209442,dinner
209442,bread
213483,chicken
213483,dinner
213483,baked
232495,cookie
232495,mexican
232495,low-sodium
232495,dessert
267374,appetizer
291259,side
291259,lunch
296272,healthy
296272,dinner
296272,low-calorie
296272,low-carb
338986,roast
338986,dinner
349846,bread
349846,shrimp
367428,chicken
367428,salad
406733,cake
406733,dessert
406733,dinner
431451,bread
431451,casserole
431451,dinner
431451,vegetarian
449143,fish
449143,dinner
449143,low-sodium
449143,low-carb
483478,mexican
483478,dinner
483478,low-calorie
483478,low-carb
484672,cookie
484672,dessert
504511,appetizer
504511,dinner
504511,pasta
534713,low-calorie
534713,low-sodium
534713,healthy
534713,low-carb
534713,beef
534713,soup
32313,gluten-free
60092,chicken
60092,salad
64707,pasta
64707,salad
64707,lunch
64707,dinner
64707,snack
74891,pie
74891,dinner
74891,low-carb
74891,lunch
83383,rice
83383,noodles
83383,thai
83383,side
83383,dinner
105388,healthy
105388,dinner
105388,low-calorie
105388,low-carb
146554,bread
177612,low-calorie
177612,healthy
177612,pork
177612,low-carb
177612,dinner
177612,barbecue
239241,cake
239241,dessert
239241,low-sodium
255469,side
262388,appetizer
262388,sandwich
262388,vegetarian
272443,dinner
287184,dinner
287184,chicken
303877,dessert
303877,bread
357456,low-calorie
357456,low-sodium
357456,healthy
357456,low-carb
357456,appetizer
394099,rice
394099,low-calorie
394099,cajun
394099,dinner
394099,southern
407131,breakfast
407131,bread
409063,healthy
409063,dessert
409063,low-calorie
409063,low-sodium
410006,dessert
410006,lunch
410006,snack
437816,southern
437816,side
437816,low-sodium
518557,cake
518557,dessert
522743,dessert
27784,healthy
27784,low-fat
27784,low-sodium
27784,salad
28140,appetizer
28140,low-carb
31307,appetizer
31307,dinner
38959,dinner
38959,low-sodium
38959,italian
41584,beef
41584,dinner
41584,low-calorie
41584,low-carb
47474,cookie
47474,dessert
70048,southern
70048,side
78746,lamb
78746,low-calorie
78746,healthy
78746,low-carb
78746,indian
78746,dinner
81770,dinner
81770,low-calorie
81770,low-carb
81770,soup
82971,rice
82971,low-sodium
82971,vegetarian
82971,malaysian
82971,healthy
82971,thai
82971,side
82971,dinner
82971,vegan
111593,seafood
111593,low-calorie
111593,low-carb
142259,greek
142259,dinner
186987,dinner
186987,vegetarian
192524,dinner
192524,pasta
192524,chicken
209055,soup
209055,chicken
210884,dessert
211656,dessert
211656,bread
211656,low-sodium
279767,healthy
279767,low-carb
279767,noodles
279767,dinner
279767,chicken
281849,dinner
281849,chicken
290340,healthy
290340,pork
290340,dinner
294417,dinner
294417,barbecue
294417,chicken
329363,dessert
339277,soup
353213,breakfast
353213,pudding
353213,dinner
353213,dessert
354811,breakfast
354811,bread
354811,lunch
358322,side
358322,dinner
358322,vegetarian
358322,pasta
370535,diabetic
370535,dinner
370535,lunch
370535,chicken
371533,dinner
371533,chicken
374290,caribbean
374290,low-sodium
374290,jamaican
374290,appetizer
374290,beef
395571,low-sodium
395571,lunch
395571,vegetarian
395571,low-carb
395571,appetizer
395571,snack
400659,pasta
400659,moroccan
400659,lunch
400659,salad
445527,dinner
445527,vegetarian
445527,salad
471627,appetizer
471627,rice
471627,dinner
486867,cake
486867,dessert
490733,healthy
490733,side
490733,low-sodium
517765,breakfast
525838,cake
525838,dessert
525838,low-carb
33145,dinner
43729,dessert
43729,pie
58250,dessert
58250,german
58250,pie
58250,dinner
58250,southern
80502,low-carb
91627,dessert
91627,dinner
95889,appetizer
95889,low-carb
99590,lunch
99590,appetizer
99590,mexican
99590,dinner
99590,snack
100076,dessert
100076,pie
121245,low-calorie
121245,low-sodium
121245,healthy
121245,low-fat
121245,breakfast
173532,rice
173532,vegetarian
173532,side
173532,casserole
173532,dinner
192453,french
192453,dinner
192453,salad
192621,breakfast
192621,bread
194869,breakfast
194869,bread
201072,gluten-free
201072,rice
201072,lactose-free
225836,dessert
230009,low-calorie
230009,low-sodium
230009,low-carb
230009,english
230009,dinner
230009,beef
293289,low-calorie
293289,low-sodium
293289,healthy
293289,low-carb
293289,low-fat
293289,soup
294194,dinner
295297,cookie
295297,dessert
297174,side
297174,dinner
297174,noodles
303870,dinner
326506,brazilian
350905,side
376359,dinner
376359,chicken
387792,low-carb
387792,appetizer
387792,dinner
387792,barbecue
387792,shrimp
410927,healthy
410927,low-fat
410927,low-calorie
410927,dinner
447916,healthy
447916,low-sodium
465710,roast
465710,dinner
465710,lunch
474692,mexican
474692,dinner
474692,salad
479467,thai
479467,dinner
479467,chicken
525864,pork
525864,low-carb
525864,barbecue
525864,braised
526906,low-carb
526906,chicken
530142,french
530142,dinner
22007,low-calorie
22007,polish
22007,healthy
22007,low-carb
22007,soup
38745,low-sodium
38745,vegetarian
38745,quick
38745,gluten-free
38745,low-fat
38745,vegan
46448,southern
46448,dinner
46448,shrimp
55644,french
55644,dinner
76816,roast
76816,dinner
76816,chicken
80037,side
107023,side
107023,vegetarian
173122,pork
173122,dinner
178280,cake
178280,dessert
178280,dinner
186165,appetizer
186165,dinner
186165,lunch
224096,appetizer
224096,low-carb
234987,low-calorie
234987,salad
271501,dessert
271501,low-sodium
280694,side
304422,dinner
304422,barbecue
321183,dinner
449689,healthy
449689,dessert
449689,pudding
326331,low-calorie
326331,healthy
326331,low-carb
326331,low-fat
326331,beef
326331,soup
372207,rice
372596,appetizer
379365,dinner
389127,dinner
389127,low-calorie
389127,low-carb
396305,lunch
396305,english
396305,appetizer
396305,dinner
396305,bread
396305,snack
420957,dessert
47405,dessert
47405,vegetarian
423436,pie
466198,vegetarian
466198,salad
485399,dessert
485399,bread
485399,snack
490140,healthy
490140,low-sodium
490140,salad
494108,appetizer
494108,side
494108,vegetarian
499186,low-calorie
499186,low-sodium
499186,healthy
499186,low-fat
499186,breakfast
518222,dessert
11040,side
11040,lunch
11040,vegetarian
11040,vegan
20308,salad
60169,southern
60169,cajun
68677,low-sodium
68677,low-carb
68677,appetizer
68677,dinner
68677,chicken
76409,healthy
76409,side
76409,baked
85679,low-sodium
85679,pasta
85679,salad
85679,healthy
85679,dinner
91545,healthy
91545,low-fat
91545,low-calorie
91545,dinner
93245,dinner
103370,lamb
103370,stew
103370,dinner
110544,dinner
125389,low-calorie
125389,low-sodium
125389,vegetarian
125389,healthy
125389,low-carb
125389,dinner
140907,bread
151366,mexican
151366,casserole
151366,dinner
187345,dessert
187345,side
195619,bread
199676,mexican
199676,lunch
199676,snack
224704,low-calorie
224704,low-sodium
224704,healthy
224704,low-fat
224704,breakfast
229047,thai
229047,side
229047,vegetarian
229047,vegan
235617,low-calorie
235617,healthy
235617,dessert
235617,low-fat
235617,breakfast
388355,side
388355,low-sodium
243950,dinner
264840,cake
264840,dessert
265447,fish
265447,dinner
265447,lunch
272157,healthy
272157,dessert
272157,low-sodium
283559,dinner
283559,chicken
299170,dinner
299170,pasta
321501,low-sodium
321501,vegetarian
321501,dessert
321501,pie
321501,dinner
321501,southern
326346,dinner
326346,pasta
326426,healthy
326426,low-fat
326426,low-sodium
326426,low-carb
347782,breakfast
347782,vegetarian
347782,vegan
350629,cookie
350629,dessert
397738,lamb
397738,dinner
416351,dessert
416351,gluten-free
416432,diabetic
416432,low-calorie
416432,vegetarian
416432,low-carb
416432,dinner
420233,healthy
420233,pork
420233,dinner
420233,japanese
430521,dessert
430521,side
430521,southern
430521,cajun
430873,healthy
430873,low-calorie
430873,low-fat
430873,low-sodium
489942,dinner
489942,soup
30799,dessert
22741,low-calorie
22741,italian
22741,low-carb
22741,dinner
22741,soup
29121,mexican
29121,soup
29121,vegetarian
49026,dessert
49026,vegetarian
63914,side
63914,dinner
63914,lunch
86133,low-sodium
86133,vegetarian
86133,healthy
86133,indian
86133,dinner
86133,vegan
110806,breakfast
110806,diabetic
110806,italian
133567,stew
133567,dinner
133567,beef
152817,bread
182027,bread
200568,low-calorie
200568,dinner
200568,low-carb
200568,beef
202428,dinner
211755,low-calorie
211755,lunch
211755,salad
211755,healthy
211755,low-carb
211755,low-fat
211755,dinner
301166,low-calorie
301166,vegetarian
301166,healthy
301166,side
301166,low-fat
301166,vegan
307327,indian
331014,dinner
347075,appetizer
347075,side
347075,ethiopian
347682,vegetarian
347682,lunch
347682,italian
347682,pasta
347682,dinner
347682,breakfast
347682,snack
355409,low-sodium
355409,low-carb
356655,dessert
356655,low-sodium
360952,low-calorie
360952,low-sodium
360952,healthy
360952,low-carb
360952,low-fat
366985,lunch
366985,salad
405630,chicken
422855,low-sodium
422855,low-carb
422855,baked
452318,dinner
452318,chicken
453725,italian
453725,baked
453725,low-carb
453725,dinner
453725,chicken
455417,dinner
457747,fish
457747,salad
468951,dessert
482359,diabetic
482359,low-calorie
482359,healthy
482359,low-carb
482359,mexican
482359,side
482359,low-fat
482359,snack
502535,appetizer
502535,brazilian
502535,bread
35505,dessert
35505,pie
35505,dinner
187473,breakfast
187473,low-carb
187473,mexican
197038,low-fat
197038,low-sodium
227768,low-calorie
227768,low-sodium
227768,salad
227768,healthy
227768,low-carb
240311,dessert
240311,pudding
240311,bread
246421,appetizer
246421,dinner
246421,low-carb
278070,soup
279030,dinner
280599,dinner
280599,chicken
284810,light
301834,side
301834,salad
353860,dinner
353860,chicken
380845,dinner
387183,side
387183,casserole
387183,dinner
407000,dinner
407000,low-sodium
407000,low-carb
407000,chicken
408683,dinner
408683,low-carb
412672,cookie
412672,dessert
430085,low-calorie
430085,vegetarian
430085,healthy
430085,low-fat
430085,dinner
430085,vegan
453787,french
453787,dinner
453787,low-sodium
453787,pasta
454026,pizza
454026,pork
468886,diabetic
468886,low-calorie
468886,healthy
468886,low-carb
468886,low-fat
468886,soup
499215,dessert
499215,snack
514523,side
514523,dinner
530748,pork
530748,dinner
9801,lunch
43761,stew
43761,dinner
43761,lunch
66698,appetizer
66698,dinner
66698,breakfast
66698,chinese
66698,shrimp
76287,mexican
76287,stew
76287,dinner
113071,healthy
113071,bread
113071,light
115296,dinner
115296,low-carb
123804,dessert
123804,low-fat
127711,fat-free
127711,diabetic
127711,vegetarian
127711,healthy
127711,japanese
127711,low-fat
127711,vegan
160511,thai
160511,appetizer
160511,dinner
160511,chicken
176093,appetizer
176093,spanish
179244,light
191815,appetizer
191815,chicken
191815,low-carb
191815,salad
220946,low-sodium
220946,low-calorie
220946,vegetarian
220946,italian
220946,side
220946,dinner
222198,appetizer
222198,healthy
222198,shrimp
247688,low-calorie
247688,low-sodium
247688,low-carb
300770,breakfast
300770,lactose-free
300770,vegan
300770,vegetarian
310370,side
310370,vegetarian
313622,dinner
313622,moroccan
313622,chicken
326133,dinner
348735,bread
375095,bread
384328,thai
384328,dessert
384328,pudding
384328,low-sodium
407025,appetizer
431254,bread
431254,caribbean
433395,bread
437193,russian
437193,dinner
437193,beef
456490,low-calorie
456490,low-sodium
456490,stew
456490,low-carb
456490,dinner
478267,low-calorie
478267,dinner
478267,low-sodium
478267,beef
488187,bread
488187,snack
503249,southern
503249,dinner
503249,low-carb
518587,mexican
518587,dinner
518587,soup
518610,diabetic
518610,low-calorie
16954,dinner
16954,vegetarian
16954,vegan
39859,dinner
43085,pork
43085,dinner
52859,healthy
52859,low-calorie
52859,low-fat
52859,low-sodium
69858,dessert
69858,pudding
69858,low-sodium
69858,southern
88665,dessert
101783,dinner
125361,low-carb
140017,soup
140017,low-calorie
140017,low-carb
145470,dessert
157056,stew
157056,low-fat
157056,chicken
161983,breakfast
161983,lactose-free
161983,vegetarian
176524,dinner
176524,low-calorie
176524,low-carb
198239,dessert
198239,pie
198239,low-sodium
203051,low-sodium
