recipe_id,ingredient_id
82272,3
92384,3
99701,3
125072,3
125808,3
255997,3
271376,3
298055,3
373410,3
28655,3
72674,3
164557,3
174441,3
430196,3
430262,3
73433,3
73514,3
75398,3
104298,3
172970,3
182639,3
280853,3
317802,3
1001,3
466681,3
81904,3
95836,3
203589,3
243779,3
264625,3
293085,3
300320,3
326755,3
379453,3
452058,3
478525,3
59816,3
62463,3
121643,3
281217,3
349285,3
400468,3
415170,3
435128,3
96847,3
142918,3
157910,3
159252,3
193615,3
258211,3
31557,3
32504,3
38703,3
135165,3
174717,3
209222,3
220291,3
240582,3
294195,3
301407,3
406639,3
412273,3
528270,3
80040,3
111437,3
155665,3
179161,3
181446,3
190646,3
241900,3
377740,3
384096,3
455281,3
478986,3
504208,3
292,3
4779,3
43233,3
44221,3
110763,3
147222,3
155574,3
204390,3
304619,3
382107,3
407335,3
421653,3
428985,3
445848,3
93886,3
102734,3
422607,3
506525,3
525320,3
7397,3
7306,3
8017,3
8379,3
8633,3
25502,3
37696,3
91690,3
114980,3
160058,3
246318,3
323925,3
355756,3
371075,3
377680,3
474126,3
495035,3
19467,3
93958,3
129431,3
179937,3
204412,3
216363,3
233309,3
299089,3
321264,3
492572,3
510572,3
7239,3
33630,3
48150,3
113122,3
191371,3
267525,3
274131,3
313298,3
324901,3
366099,3
431937,3
443346,3
37515,3
64435,3
169724,3
176747,3
243175,3
299720,3
492916,3
117518,3
226570,3
5426,3
296742,3
332553,3
395877,3
419100,3
432961,3
1773,3
113931,3
212703,3
274287,3
311410,3
327740,3
328486,3
442675,3
474625,3
476022,3
172642,3
174123,3
181491,3
227536,3
245767,3
490420,3
514928,3
526821,3
17350,3
162610,3
187537,3
200307,3
213710,3
266070,3
330190,3
336830,3
337602,3
361008,3
502854,3
73121,3
509265,3
522869,3
17469,3
92580,3
183873,3
195591,3
199257,3
263238,3
334156,3
433199,3
3362,3
89836,3
163392,3
245981,3
269250,3
301754,3
323706,3
364891,3
449876,3
497967,3
23943,3
62783,3
169866,3
263004,3
320976,3
353487,3
360001,3
445461,3
530049,3
34055,3
65988,3
86214,3
148723,3
163899,3
175656,3
188628,3
188883,3
258133,3
288128,3
314804,3
407279,3
420157,3
32694,3
64095,3
164084,3
191045,3
198672,3
204120,3
240177,3
250549,3
360974,3
404226,3
406290,3
439297,3
477131,3
50300,3
99212,3
285827,3
292067,3
336093,3
340557,3
365357,3
365404,3
74657,3
371555,3
476813,3
492834,3
510700,3
526591,3
537676,3
159219,3
175414,3
246880,3
296420,3
379607,3
417638,3
473967,3
487151,3
76048,3
127680,3
146016,3
184360,3
206971,3
208883,3
399273,3
459007,3
482268,3
24882,3
81936,3
125534,3
178272,3
194658,3
221329,3
257913,3
309081,3
388207,3
396146,3
443071,3
483241,3
488833,3
523471,3
51467,3
113606,3
163877,3
167938,3
248248,3
408625,3
415299,3
45796,3
201559,3
231461,3
262860,3
269715,3
300592,3
318636,3
324427,3
403274,3
424249,3
439355,3
560,3
32124,3
41020,3
69147,3
96441,3
107776,3
151417,3
171772,3
210633,3
274237,3
285609,3
339369,3
345539,3
405286,3
408410,3
520705,3
10220,3
119964,3
122591,3
160185,3
161332,3
164940,3
232721,3
276758,3
446431,3
471221,3
472571,3
482400,3
33503,3
99023,3
111180,3
209306,3
218805,3
252040,3
302721,3
305899,3
393566,3
436474,3
30686,3
85364,3
117498,3
192308,3
225868,3
244081,3
314133,3
339539,3
342014,3
485691,3
487524,3
504214,3
535171,3
245406,3
283370,3
284699,3
378092,3
473221,3
42669,3
103251,3
156934,3
185448,3
231574,3
270709,3
280496,3
294871,3
415796,3
528303,3
50646,3
168281,3
172107,3
245257,3
308670,3
320942,3
336256,3
508499,3
73512,3
85399,3
280477,3
281200,3
313058,3
326076,3
452884,3
5104,3
19603,3
45691,3
64146,3
72680,3
281872,3
321569,3
39336,3
373833,3
453833,3
456784,3
482323,3
51070,3
79317,3
105686,3
116964,3
58709,3
194460,3
205759,3
229367,3
331530,3
360870,3
382136,3
479320,3
486205,3
32907,3
85737,3
115649,3
162900,3
259456,3
268155,3
20946,3
47629,3
133351,3
156956,3
228134,3
241382,3
291741,3
322798,3
351953,3
386708,3
406466,3
438159,3
439648,3
464134,3
521838,3
47151,3
94248,3
172472,3
189151,3
271029,3
279232,3
358055,3
440173,3
493666,3
148177,3
157592,3
160970,3
182054,3
231379,3
287367,3
291802,3
381473,3
389896,3
444913,3
452391,3
458725,3
510787,3
522094,3
16051,3
534335,3
140661,3
140702,3
183996,3
221672,3
254447,3
279639,3
397550,3
451694,3
484695,3
493047,3
528169,3
49262,3
102477,3
137146,3
148913,3
194180,3
200721,3
302834,3
345955,3
365793,3
395719,3
456834,3
498315,3
536193,3
2142,3
180076,3
249283,3
249772,3
300098,3
302025,3
343382,3
373184,3
98391,3
98720,3
106028,3
141000,3
227705,3
83164,3
340351,3
342546,3
362544,3
387890,3
398760,3
416195,3
435302,3
451212,3
453627,3
487202,3
516260,3
37543,3
267461,3
358611,3
428015,3
468925,3
117894,3
146167,3
246551,3
311717,3
329034,3
440620,3
451266,3
481666,3
525813,3
260832,3
270570,3
288256,3
396189,3
419013,3
522658,3
479672,3
24784,3
51997,3
99497,3
114105,3
121346,3
172337,3
217036,3
422252,3
427300,3
442978,3
536628,3
1595,3
113804,3
81599,3
83877,3
339887,3
352275,3
366461,3
443397,3
464894,3
490807,3
10345,3
31777,3
37731,3
40456,3
73391,3
108427,3
165033,3
221292,3
226345,3
241684,3
253959,3
273783,3
354151,3
440729,3
482601,3
512135,3
10982,3
11761,3
12055,3
12571,3
12116,3
12851,3
12771,3
182284,3
190303,3
236362,3
276260,3
302911,3
117137,3
368899,3
430404,3
188031,3
248244,3
285605,3
288309,3
315263,3
344399,3
425715,3
458219,3
360696,3
144707,3
149487,3
222583,3
232207,3
310498,3
337264,3
375845,3
457948,3
465001,3
15455,3
19768,3
22164,3
39752,3
56461,3
72654,3
108741,3
131374,3
323817,3
353704,3
